,iid,partner,pid,gender,age,age_o,int_corr,samerace,date,exphappy,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,attr,sinc,intel,fun,amb,shar,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,goal_2.0,goal_3.0,goal_4.0,goal_5.0,goal_6.0,goal_nan
6782,451,9,438.0,1,451.0,451.0,0.44,0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,6.0,6.0,5.0,6.0,5.0,4.0,20.0,40.0,5.0,20.0,5.0,10.0,14.0,15.0,16.0,17.0,18.0,20.0,1,0,0,0,0,0
3292,228,5,198.0,1,228.0,228.0,0.02,1,7.0,7.0,5.0,8.0,4.0,7.0,8.0,6.0,9.0,7.0,3.0,8.0,4.0,13.51,18.92,21.62,13.51,13.51,18.92,15.38,19.23,17.31,19.23,9.62,19.23,0,1,0,0,0,0
1596,108,13,88.0,1,108.0,108.0,0.31,1,6.0,5.0,4.0,8.0,3.0,7.0,2.0,8.0,9.0,7.0,8.0,5.0,4.0,10.0,20.0,35.0,20.0,0.0,15.0,15.0,15.0,20.0,15.0,20.0,15.0,0,0,0,0,0,0
3185,222,18,211.0,1,222.0,222.0,0.06,1,6.0,3.0,4.0,9.0,7.0,9.0,4.0,8.0,5.0,7.0,5.0,6.0,5.0,9.52,19.05,23.81,19.05,4.76,23.81,16.36,16.36,18.18,18.18,16.36,14.55,1,0,0,0,0,0
2287,166,8,149.0,1,166.0,166.0,0.17,0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,27.78,19.44,19.44,27.78,2.78,2.78,8.51,19.15,19.15,19.15,19.15,14.89,0,0,0,1,0,0
1888,140,3,134.0,1,140.0,140.0,-0.09,1,5.0,6.0,7.0,7.0,9.0,8.0,8.0,6.5,8.0,7.5,7.0,7.0,6.0,18.6,16.28,18.6,18.6,11.63,16.28,6.67,20.0,20.0,17.78,20.0,15.56,0,0,0,0,0,0
6882,466,7,487.0,0,466.0,466.0,0.46,0,7.0,5.0,7.0,9.0,7.0,8.0,8.0,1.0,2.0,5.0,1.0,7.0,0.0,10.0,20.0,20.0,15.0,20.0,15.0,25.0,26.0,15.0,10.0,9.0,15.0,0,0,0,0,1,0
6412,415,3,381.0,1,415.0,415.0,0.51,1,4.0,4.0,7.0,8.0,4.0,10.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,20.0,40.0,10.0,10.0,10.0,20.0,10.0,20.0,35.0,5.0,10.0,0,0,0,0,0,0
7668,520,17,547.0,0,520.0,520.0,0.44,0,7.0,5.0,8.0,9.0,7.0,8.0,5.0,7.0,6.0,6.0,6.0,4.0,5.0,25.0,15.0,25.0,15.0,10.0,10.0,25.0,20.0,20.0,20.0,0.0,15.0,0,0,0,0,0,0
2326,168,15,156.0,1,168.0,168.0,-0.01,0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,8.0,8.0,7.0,7.0,6.0,11.11,17.78,17.78,17.78,17.78,17.78,14.0,18.0,16.0,18.0,18.0,16.0,0,0,0,0,0,0
791,55,3,23.0,1,55.0,55.0,0.1,0,4.0,7.0,6.0,10.0,10.0,9.0,10.0,6.0,9.0,10.0,8.0,10.0,7.0,20.0,25.0,25.0,10.0,10.0,10.0,10.0,20.0,40.0,10.0,10.0,10.0,0,0,0,0,1,0
1763,123,11,120.0,1,123.0,123.0,-0.31,0,5.0,5.0,8.0,7.0,7.0,7.0,8.0,9.0,6.0,8.0,5.0,7.0,4.0,50.0,10.0,20.0,5.0,5.0,10.0,10.0,10.0,35.0,35.0,8.0,2.0,1,0,0,0,0,0
5481,365,18,358.0,1,365.0,365.0,0.13,0,2.0,8.0,8.0,2.0,9.0,9.0,9.0,6.0,7.0,7.0,7.0,7.0,6.0,31.58,10.53,15.79,21.05,10.53,10.53,20.0,10.0,25.0,25.0,10.0,10.0,0,0,0,0,0,0
3048,216,1,194.0,1,216.0,216.0,0.34,1,5.0,6.0,5.0,10.0,9.0,9.0,10.0,5.0,5.0,7.0,5.0,5.0,5.0,7.5,17.5,20.0,22.5,12.5,20.0,16.0,16.0,20.0,16.0,18.0,14.0,1,0,0,0,0,0
2728,200,1,214.0,0,200.0,200.0,0.59,1,7.0,5.0,8.0,10.0,8.0,8.0,8.0,7.0,10.0,10.0,7.0,9.0,6.0,13.21,18.87,18.87,16.98,16.98,15.09,17.02,21.28,17.02,21.28,14.89,8.51,0,0,0,0,0,0
5397,361,14,354.0,1,361.0,361.0,0.26,1,6.0,5.0,7.0,7.0,5.0,7.0,9.0,10.0,9.0,9.0,10.0,9.0,9.0,30.0,20.0,30.0,5.0,5.0,10.0,20.0,10.0,20.0,20.0,20.0,10.0,1,0,0,0,0,0
112,12,3,3.0,1,12.0,12.0,-0.14,1,1.0,7.0,9.0,9.0,9.0,10.0,9.0,6.0,7.0,10.0,6.0,6.0,5.0,60.0,0.0,0.0,40.0,0.0,0.0,35.0,10.0,35.0,10.0,10.0,0.0,0,0,0,0,0,0
480,38,9,48.0,0,38.0,38.0,0.37,0,4.0,2.0,8.0,2.0,7.0,8.0,8.0,8.0,6.0,5.0,8.0,5.0,3.0,50.0,10.0,20.0,10.0,10.0,0.0,30.0,15.0,25.0,25.0,5.0,0.0,0,0,0,0,0,0
4850,322,7,338.0,0,322.0,322.0,0.42,0,2.0,9.0,5.0,9.0,8.0,7.0,7.0,5.0,7.0,10.0,8.0,7.0,6.0,2.0,60.0,15.0,8.0,5.0,10.0,10.0,20.0,25.0,20.0,20.0,5.0,1,0,0,0,0,0
3222,224,15,208.0,1,224.0,224.0,0.02,0,7.0,5.0,8.0,10.0,8.0,8.0,8.0,7.0,6.0,5.0,5.0,5.0,5.0,17.24,17.24,17.24,17.24,13.79,17.24,11.54,13.46,19.23,19.23,19.23,17.31,0,0,0,0,1,0
4857,323,5,336.0,0,323.0,323.0,0.49,0,4.0,8.0,7.0,9.0,6.0,8.0,3.0,6.0,7.0,7.0,6.0,6.0,6.0,10.0,20.0,20.0,20.0,10.0,20.0,20.0,15.0,30.0,10.0,15.0,10.0,1,0,0,0,0,0
4729,313,13,305.0,1,313.0,313.0,0.23,0,4.0,6.0,7.0,8.0,8.0,8.0,6.0,6.0,7.0,7.0,5.0,6.0,4.0,19.0,13.0,18.0,18.0,10.0,22.0,10.0,47.0,16.0,12.0,3.0,12.0,0,0,0,0,0,0
7343,498,5,505.0,0,498.0,498.0,-0.16,0,4.0,5.0,8.0,9.0,10.0,9.0,10.0,8.0,10.0,9.0,4.0,8.0,5.0,18.0,18.0,18.0,18.0,18.0,10.0,20.0,14.0,18.0,16.0,16.0,16.0,0,0,0,0,0,0
7773,525,12,542.0,0,525.0,525.0,0.31,0,4.0,6.0,6.0,10.0,8.0,10.0,9.0,6.0,7.0,7.0,6.0,8.0,7.0,10.0,15.0,30.0,20.0,15.0,10.0,25.0,15.0,20.0,20.0,10.0,10.0,1,0,0,0,0,0
6173,401,16,394.0,1,401.0,401.0,0.55,1,4.0,9.0,8.0,5.0,7.0,10.0,5.0,2.0,4.0,6.0,4.0,4.0,6.0,35.0,0.0,25.0,20.0,0.0,20.0,18.0,19.0,16.0,15.0,15.0,17.0,1,0,0,0,0,0
7607,517,22,552.0,0,517.0,517.0,0.43,0,5.0,3.0,8.0,9.0,7.0,9.0,7.0,6.0,5.0,4.0,3.0,6.0,5.0,15.0,20.0,20.0,20.0,5.0,10.0,70.0,0.0,15.0,15.0,0.0,0.0,0,0,0,1,0,0
6588,434,9,448.0,0,434.0,434.0,0.16,1,4.0,3.0,7.0,7.0,8.0,6.0,4.0,7.0,6.0,6.0,5.0,7.0,7.0,30.0,15.0,15.0,30.0,0.0,10.0,25.0,15.0,25.0,25.0,5.0,5.0,0,0,0,0,0,0
4946,333,3,324.0,1,333.0,333.0,-0.25,1,3.0,7.0,7.0,4.0,7.0,9.0,9.0,7.0,8.0,7.0,7.0,6.0,6.0,50.0,5.0,15.0,20.0,10.0,0.0,40.0,10.0,15.0,20.0,10.0,5.0,0,0,0,0,0,0
7539,514,20,550.0,0,514.0,514.0,0.44,1,4.0,7.0,8.0,10.0,8.0,9.0,7.0,7.0,8.0,9.0,7.0,6.0,5.0,20.0,20.0,20.0,15.0,5.0,20.0,30.0,3.0,30.0,30.0,3.0,4.0,1,0,0,0,0,0
7818,527,13,543.0,0,527.0,527.0,0.13,0,4.0,1.0,10.0,10.0,10.0,10.0,10.0,5.0,6.0,8.0,5.0,8.0,2.0,50.0,20.0,10.0,5.0,10.0,5.0,20.0,16.0,16.0,17.0,16.0,15.0,0,0,0,0,0,0
4973,335,10,331.0,1,335.0,335.0,0.09,1,3.0,6.0,8.0,7.0,9.0,8.0,8.0,3.0,6.0,4.0,3.0,3.0,6.0,20.0,10.0,20.0,20.0,15.0,15.0,15.0,15.0,10.0,25.0,10.0,25.0,0,0,0,0,0,0
8092,540,1,509.0,1,540.0,540.0,0.1,0,7.0,7.0,5.0,7.0,6.0,5.0,7.0,6.0,7.0,6.0,5.0,3.0,3.0,20.0,15.0,20.0,20.0,15.0,10.0,10.0,20.0,30.0,10.0,10.0,20.0,0,0,0,0,0,0
8366,552,11,519.0,1,552.0,552.0,0.45,1,2.0,10.0,8.0,7.0,6.0,7.0,7.0,3.0,4.0,7.0,6.0,6.0,6.0,70.0,0.0,15.0,15.0,0.0,0.0,40.0,5.0,30.0,15.0,5.0,5.0,0,0,0,0,0,0
1657,112,2,123.0,0,112.0,112.0,-0.37,0,3.0,4.0,9.0,10.0,9.0,9.0,9.0,4.0,8.0,7.0,4.0,9.0,3.0,15.0,15.0,20.0,25.0,10.0,15.0,50.0,10.0,20.0,5.0,5.0,10.0,0,0,0,0,0,0
7743,524,4,534.0,0,524.0,524.0,-0.17,0,7.0,6.0,5.0,9.0,7.0,8.0,7.0,5.0,7.0,8.0,7.0,8.0,6.0,15.0,20.0,25.0,20.0,10.0,10.0,30.0,30.0,30.0,5.0,2.0,3.0,1,0,0,0,0,0
6823,457,2,461.0,0,457.0,457.0,-0.11,0,7.0,10.0,7.0,6.0,7.0,8.0,3.0,5.0,6.0,7.0,6.0,7.0,4.0,25.0,0.0,25.0,25.0,0.0,25.0,40.0,20.0,20.0,10.0,10.0,0.0,0,0,0,0,1,0
6986,473,6,486.0,0,473.0,473.0,0.53,0,6.0,7.0,7.0,9.0,8.0,10.0,7.0,8.0,9.0,9.0,8.0,8.0,7.0,15.0,20.0,20.0,15.0,15.0,15.0,20.0,20.0,20.0,15.0,10.0,15.0,1,0,0,0,0,0
3361,231,14,207.0,1,231.0,231.0,-0.31,0,6.0,5.0,8.0,8.0,8.0,9.0,3.0,7.0,4.0,5.0,7.0,8.0,4.0,18.6,20.93,23.26,23.26,2.33,11.63,17.31,13.46,17.31,19.23,19.23,13.46,0,0,0,0,0,0
2212,161,13,154.0,1,161.0,161.0,0.51,1,4.0,7.0,8.0,7.0,9.0,9.0,7.0,9.0,9.0,8.0,9.0,7.0,6.0,16.67,18.75,18.75,18.75,18.75,8.33,15.38,17.31,17.31,17.31,17.31,15.38,1,0,0,0,0,0
3861,265,19,291.0,0,265.0,265.0,0.35,0,5.0,3.0,7.0,9.0,7.0,10.0,10.0,6.0,7.0,7.0,6.0,7.0,3.0,15.0,5.0,45.0,10.0,15.0,10.0,20.0,20.0,15.0,15.0,12.0,18.0,0,0,1,0,0,0
6916,468,11,491.0,0,468.0,468.0,0.47,0,6.0,4.0,8.0,9.0,6.0,8.0,8.0,8.0,8.0,7.0,6.0,6.0,5.0,15.0,25.0,15.0,15.0,15.0,15.0,30.0,10.0,25.0,20.0,8.0,7.0,0,0,0,0,0,0
327,28,16,55.0,0,28.0,28.0,0.21,0,5.0,6.0,7.0,8.0,8.0,8.0,8.0,4.0,6.0,6.0,5.0,6.0,6.0,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668,20.0,25.0,25.0,10.0,10.0,10.0,0,0,0,0,0,1
8367,552,12,520.0,1,552.0,552.0,0.37,0,2.0,10.0,8.0,7.0,6.0,7.0,7.0,2.0,7.0,6.0,6.0,6.0,7.0,70.0,0.0,15.0,15.0,0.0,0.0,25.0,15.0,25.0,15.0,10.0,10.0,0,0,0,0,0,0
2873,207,6,219.0,0,207.0,207.0,0.1,1,3.0,6.0,8.0,8.0,10.0,8.0,9.0,9.0,9.0,9.0,10.0,9.0,8.0,17.31,13.46,17.31,19.23,19.23,13.46,16.28,16.28,18.6,16.28,16.28,16.28,0,0,0,0,0,0
5872,385,15,411.0,0,385.0,385.0,0.44,1,5.0,7.0,8.0,8.0,6.0,8.0,6.0,8.0,7.0,8.0,9.0,9.0,9.0,25.0,20.0,20.0,20.0,10.0,5.0,35.0,15.0,15.0,25.0,10.0,0.0,1,0,0,0,0,0
8186,544,7,515.0,1,544.0,544.0,-0.64,0,7.0,5.0,7.0,10.0,10.0,9.0,8.0,8.0,2.0,4.0,5.0,5.0,4.0,15.0,25.0,20.0,10.0,10.0,20.0,20.0,20.0,20.0,15.0,10.0,15.0,0,0,0,0,0,0
4940,332,7,328.0,1,332.0,332.0,0.7,0,7.0,7.0,5.0,10.0,6.0,6.0,10.0,10.0,10.0,9.0,10.0,9.0,9.0,60.0,10.0,10.0,10.0,5.0,5.0,22.0,12.0,30.0,25.0,10.0,1.0,0,1,0,0,0,0
3540,248,7,240.0,1,248.0,248.0,0.09,0,4.0,6.0,5.0,6.0,8.0,8.0,8.0,6.0,7.0,7.0,8.0,7.0,5.0,25.0,15.0,20.0,20.0,15.0,5.0,10.0,30.0,30.0,10.0,10.0,10.0,0,0,0,0,0,0
6177,402,2,380.0,1,402.0,402.0,-0.14,0,4.0,6.0,6.0,8.0,7.0,10.0,9.0,6.0,7.0,7.0,6.0,7.0,4.0,25.0,20.0,15.0,25.0,10.0,5.0,20.0,20.0,20.0,15.0,15.0,10.0,0,1,0,0,0,0
7351,499,6,506.0,0,499.0,499.0,0.24,0,4.0,4.0,9.0,10.0,9.0,10.0,4.0,1.0,9.0,8.0,1.0,10.0,1.0,19.0,19.0,19.0,19.0,5.0,19.0,15.0,15.0,20.0,15.0,15.0,20.0,0,0,0,1,0,0
1407,98,4,79.0,1,98.0,98.0,0.13,0,4.0,5.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0,10.0,7.0,7.0,6.0,40.0,20.0,15.0,20.0,0.0,5.0,10.0,20.0,15.0,20.0,20.0,15.0,0,0,1,0,0,0
582,44,3,23.0,1,44.0,44.0,-0.17,0,3.0,7.0,7.0,9.0,8.0,9.0,9.0,8.0,8.0,8.0,10.0,7.0,8.0,25.0,15.0,25.0,25.0,15.0,15.0,10.0,20.0,40.0,10.0,10.0,10.0,0,0,0,0,0,0
2391,172,16,157.0,1,172.0,172.0,0.36,0,3.0,5.0,5.0,6.0,9.0,8.0,9.0,8.0,5.0,7.0,8.0,9.0,6.0,17.78,17.78,22.22,20.0,15.56,6.67,14.29,16.33,16.33,18.37,18.37,16.33,0,0,0,0,0,0
5122,346,9,369.0,0,346.0,346.0,0.21,0,5.0,6.0,7.0,8.0,8.0,8.0,8.0,7.0,9.0,9.0,10.0,10.0,6.0,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668,17.0,18.0,28.0,27.0,5.0,5.0,0,0,0,0,0,1
3778,261,20,292.0,0,261.0,261.0,0.28,0,7.0,3.0,5.0,8.0,7.0,7.0,8.0,6.0,6.0,6.0,8.0,8.0,4.0,15.0,20.0,20.0,20.0,15.0,10.0,20.0,18.0,20.0,17.0,10.0,15.0,0,0,0,0,0,0
3773,261,15,287.0,0,261.0,261.0,0.1,1,7.0,3.0,5.0,8.0,7.0,7.0,8.0,6.0,4.0,6.0,5.0,6.0,4.0,15.0,20.0,20.0,20.0,15.0,10.0,35.0,40.0,5.0,5.0,7.0,8.0,0,0,0,0,0,0
2612,194,5,218.0,0,194.0,194.0,-0.29,1,3.0,7.0,9.0,10.0,8.0,10.0,10.0,8.0,9.0,10.0,7.0,10.0,7.0,16.0,16.0,20.0,16.0,18.0,14.0,20.51,5.13,23.08,12.82,17.95,20.51,0,1,0,0,0,0
7804,526,21,551.0,0,526.0,526.0,0.41,0,5.0,6.0,3.0,6.0,9.0,7.0,10.0,10.0,5.0,8.0,6.0,9.0,8.0,10.0,10.0,30.0,20.0,10.0,15.0,40.0,20.0,20.0,20.0,0.0,0.0,0,0,0,0,0,0
4005,272,16,288.0,0,272.0,272.0,-0.07,1,4.0,8.0,9.0,10.0,10.0,9.0,10.0,5.0,5.0,8.0,7.0,10.0,5.0,25.0,20.0,25.0,25.0,5.0,0.0,20.0,20.0,15.0,25.0,10.0,10.0,1,0,0,0,0,0
3982,271,14,286.0,0,271.0,271.0,-0.22,1,4.0,8.0,9.0,10.0,10.0,9.0,10.0,5.0,6.0,6.0,4.0,5.0,4.0,10.0,15.0,40.0,15.0,10.0,10.0,10.0,15.0,25.0,15.0,15.0,20.0,1,0,0,0,0,0
1229,88,6,99.0,0,88.0,88.0,0.08,1,4.0,5.0,9.0,9.0,9.0,9.0,9.0,8.0,10.0,10.0,8.0,10.0,8.0,15.0,15.0,20.0,15.0,20.0,15.0,30.0,30.0,20.0,10.0,10.0,0.0,0,0,0,0,0,0
32,4,3,13.0,0,4.0,4.0,0.05,0,5.0,1.0,7.0,8.0,9.0,7.0,8.0,4.0,7.0,8.0,8.0,6.0,7.0,20.0,20.0,20.0,20.0,10.0,10.0,19.0,18.0,19.0,18.0,14.0,12.0,0,0,0,0,0,0
7824,527,19,549.0,0,527.0,527.0,0.45,0,4.0,1.0,10.0,10.0,10.0,10.0,10.0,4.0,6.0,7.0,7.0,8.0,4.0,50.0,20.0,10.0,5.0,10.0,5.0,20.0,20.0,20.0,20.0,0.0,20.0,0,0,0,0,0,0
3263,226,16,209.0,1,226.0,226.0,0.1,0,3.0,3.0,10.0,10.0,10.0,10.0,10.0,5.0,8.0,8.0,7.0,8.0,5.0,25.64,17.95,15.38,20.51,10.26,10.26,13.04,21.74,17.39,17.39,15.22,15.22,1,0,0,0,0,0
7560,515,19,549.0,0,515.0,515.0,-0.22,1,6.0,6.0,8.0,10.0,8.0,10.0,8.0,4.0,6.0,7.0,6.0,6.0,6.0,20.0,20.0,20.0,15.0,10.0,15.0,20.0,20.0,20.0,20.0,0.0,20.0,0,0,0,0,0,0
820,57,3,68.0,0,57.0,57.0,0.68,0,5.0,9.0,6.0,10.0,10.0,9.0,10.0,7.0,6.0,9.0,7.0,7.0,7.0,10.0,20.0,20.0,20.0,15.0,15.0,21.0,17.0,22.0,20.0,8.0,13.0,0,1,0,0,0,0
5642,373,19,359.0,1,373.0,373.0,-0.18,0,5.0,9.0,9.0,8.0,9.0,9.0,9.0,6.0,5.0,8.0,6.0,5.0,1.0,75.0,5.0,5.0,10.0,0.0,5.0,9.0,17.0,23.0,15.0,14.0,22.0,1,0,0,0,0,0
3865,266,2,274.0,0,266.0,266.0,0.03,0,7.0,4.0,8.0,8.0,7.0,7.0,4.0,4.0,4.0,6.0,4.0,4.0,1.0,25.0,20.0,20.0,25.0,0.0,10.0,30.0,10.0,20.0,20.0,10.0,10.0,1,0,0,0,0,0
3305,228,18,211.0,1,228.0,228.0,-0.21,0,7.0,7.0,5.0,8.0,4.0,7.0,8.0,6.0,6.0,6.0,5.0,6.0,5.0,13.51,18.92,21.62,13.51,13.51,18.92,16.36,16.36,18.18,18.18,16.36,14.55,0,1,0,0,0,0
1499,103,6,81.0,1,103.0,103.0,0.2,1,4.0,6.0,8.0,8.0,8.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,40.0,5.0,20.0,10.0,10.0,15.0,10.0,10.0,20.0,20.0,20.0,20.0,1,0,0,0,0,0
6961,471,11,491.0,0,471.0,471.0,0.19,0,5.0,5.0,7.0,8.0,8.0,9.0,9.0,8.0,7.0,7.0,8.0,8.0,8.0,15.0,15.0,25.0,10.0,15.0,20.0,30.0,10.0,25.0,20.0,8.0,7.0,1,0,0,0,0,0
5697,376,14,354.0,1,376.0,376.0,0.11,0,5.0,5.0,6.0,10.0,8.0,9.0,10.0,6.0,8.0,7.0,4.0,6.0,6.0,30.0,10.0,15.0,20.0,15.0,10.0,20.0,10.0,20.0,20.0,20.0,10.0,1,0,0,0,0,0
4753,315,8,301.0,1,315.0,315.0,0.54,1,5.0,5.0,6.0,10.0,6.0,8.0,7.0,5.0,8.0,8.0,7.0,7.0,3.0,6.67,19.05,42.86,9.52,14.29,7.62,20.0,20.0,20.0,20.0,10.0,10.0,0,1,0,0,0,0
7594,517,9,539.0,0,517.0,517.0,0.35,0,5.0,3.0,8.0,9.0,7.0,9.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,15.0,20.0,20.0,20.0,5.0,10.0,30.0,10.0,20.0,15.0,15.0,10.0,0,0,0,1,0,0
3023,214,16,209.0,1,214.0,214.0,0.13,0,6.0,6.0,8.0,10.0,10.0,9.0,8.0,7.0,8.0,8.0,7.0,8.0,6.0,17.02,21.28,17.02,21.28,14.89,8.51,13.04,21.74,17.39,17.39,15.22,15.22,0,0,0,0,0,0
4220,282,21,272.0,1,282.0,282.0,-0.07,0,4.0,5.0,7.0,9.0,9.0,7.0,10.0,9.0,9.0,8.0,8.0,7.0,7.0,25.0,15.0,20.0,20.0,10.0,10.0,25.0,20.0,25.0,25.0,5.0,0.0,0,0,0,0,0,0
3148,221,1,194.0,1,221.0,221.0,0.41,0,6.0,6.0,7.0,9.0,7.0,9.0,9.0,4.0,3.0,6.0,7.0,6.0,5.0,15.56,17.78,17.78,17.78,17.78,13.33,16.0,16.0,20.0,16.0,18.0,14.0,1,0,0,0,0,0
5226,352,5,365.0,0,352.0,352.0,0.38,0,4.0,9.0,9.0,10.0,9.0,9.0,8.0,8.0,6.0,7.0,7.0,7.0,8.0,20.0,20.0,20.0,10.0,10.0,20.0,31.58,10.53,15.79,21.05,10.53,10.53,1,0,0,0,0,0
7294,493,15,479.0,1,493.0,493.0,0.16,0,6.0,10.0,7.0,7.0,8.0,8.0,8.0,7.0,9.0,10.0,9.0,8.0,7.0,30.0,10.0,10.0,30.0,10.0,10.0,15.0,15.0,20.0,20.0,15.0,15.0,0,0,0,1,0,0
4164,280,7,258.0,1,280.0,280.0,0.42,0,6.0,5.0,5.0,9.0,5.0,8.0,6.0,8.0,8.0,8.0,9.0,6.0,6.0,25.0,20.0,30.0,15.0,5.0,5.0,7.0,35.0,20.0,20.0,5.0,13.0,0,1,0,0,0,0
2220,162,5,146.0,1,162.0,162.0,0.3,0,6.0,4.0,7.0,8.0,7.0,9.0,8.0,4.0,6.0,8.0,3.0,6.0,3.0,15.22,15.22,19.57,17.39,13.04,19.57,18.18,18.18,18.18,18.18,13.64,13.64,1,0,0,0,0,0
4683,310,8,301.0,1,310.0,310.0,0.31,1,3.0,6.0,7.0,6.0,8.0,7.0,4.0,8.0,7.0,7.0,6.0,7.0,4.0,24.0,15.0,20.0,20.0,8.0,13.0,20.0,20.0,20.0,20.0,10.0,10.0,0,0,0,0,0,0
1945,145,2,159.0,0,145.0,145.0,0.68,1,7.0,5.0,5.0,5.0,7.0,9.0,7.0,7.0,10.0,10.0,10.0,10.0,8.0,11.36,18.18,22.73,18.18,11.36,18.18,15.91,20.45,20.45,20.45,11.36,11.36,1,0,0,0,0,0
822,57,5,70.0,0,57.0,57.0,0.02,1,5.0,9.0,6.0,10.0,10.0,9.0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,20.0,20.0,15.0,15.0,25.0,10.0,20.0,20.0,15.0,10.0,0,1,0,0,0,0
3197,223,10,203.0,1,223.0,223.0,-0.05,1,4.0,7.0,7.0,8.0,7.0,9.0,6.0,9.0,9.0,9.0,8.0,8.0,7.0,17.39,17.39,19.57,19.57,10.87,15.22,16.0,20.0,18.0,20.0,18.0,8.0,1,0,0,0,0,0
2899,208,12,225.0,0,208.0,208.0,0.32,0,4.0,5.0,9.0,10.0,10.0,10.0,10.0,5.0,8.0,8.0,9.0,9.0,5.0,11.54,13.46,19.23,19.23,19.23,17.31,14.71,14.71,14.71,14.71,20.59,20.59,1,0,0,0,0,0
1846,132,1,137.0,0,132.0,132.0,0.16,0,7.0,5.0,8.0,10.0,10.0,9.0,10.0,7.0,9.0,7.0,9.0,6.0,9.0,16.67,16.67,16.67,16.67,16.67,16.67,17.39,17.39,15.22,17.39,13.04,19.57,0,0,0,0,0,0
3418,235,2,244.0,0,235.0,235.0,0.01,1,4.0,5.0,6.0,9.0,9.0,8.0,9.0,6.0,7.0,7.0,6.0,7.0,6.0,15.0,15.0,20.0,20.0,20.0,10.0,20.0,20.0,20.0,10.0,10.0,20.0,0,0,0,0,0,0
384,32,9,48.0,0,32.0,32.0,0.52,0,4.0,3.0,7.0,5.0,9.0,9.0,7.0,7.0,8.0,7.0,9.0,6.0,4.0,50.0,0.0,50.0,0.0,0.0,0.0,30.0,15.0,25.0,25.0,5.0,0.0,0,0,0,0,0,0
1475,101,18,93.0,1,101.0,101.0,0.05,0,4.0,7.0,8.0,8.0,8.0,9.0,9.0,9.0,8.0,8.0,8.0,7.0,7.0,40.0,8.0,10.0,12.0,10.0,20.0,14.0,20.0,18.0,24.0,18.0,6.0,0,1,0,0,0,0
4679,310,4,297.0,1,310.0,310.0,0.57,1,3.0,6.0,7.0,6.0,8.0,7.0,4.0,9.0,8.0,7.0,8.0,7.0,6.0,24.0,15.0,20.0,20.0,8.0,13.0,25.0,25.0,15.0,15.0,10.0,10.0,0,0,0,0,0,0
3336,230,9,202.0,1,230.0,230.0,0.04,1,7.0,5.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,5.0,5.0,3.0,23.81,23.81,23.81,23.81,2.38,2.38,15.38,19.23,19.23,19.23,15.38,11.54,1,0,0,0,0,0
1480,102,5,80.0,1,102.0,102.0,0.06,0,4.0,6.0,8.0,5.0,7.0,10.0,9.0,10.0,9.0,8.0,7.0,7.0,10.0,30.0,10.0,30.0,20.0,10.0,0.0,10.0,20.0,20.0,10.0,20.0,20.0,0,0,0,0,0,0
1206,87,1,94.0,0,87.0,87.0,0.69,0,3.0,4.0,9.0,9.0,9.0,9.0,9.0,2.0,3.0,2.0,1.0,1.0,1.0,15.0,15.0,20.0,15.0,15.0,20.0,20.0,20.0,20.0,10.0,10.0,20.0,0,0,0,0,0,0
1958,145,15,172.0,0,145.0,145.0,-0.25,1,7.0,5.0,5.0,5.0,7.0,9.0,7.0,9.0,9.0,9.0,7.0,8.0,7.0,11.36,18.18,22.73,18.18,11.36,18.18,17.78,17.78,22.22,20.0,15.56,6.67,1,0,0,0,0,0
4911,329,5,336.0,0,329.0,329.0,0.73,0,6.0,4.0,8.0,9.0,5.0,8.0,8.0,7.0,7.0,9.0,6.0,7.0,6.0,15.0,22.0,22.0,16.0,15.0,10.0,20.0,15.0,30.0,10.0,15.0,10.0,0,0,0,0,1,0
924,67,7,62.0,1,67.0,67.0,0.26,0,5.0,5.0,5.0,7.0,6.0,7.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,15.0,20.0,20.0,5.0,10.0,30.0,10.0,20.0,20.0,10.0,10.0,0,0,0,0,1,0
3703,258,8,280.0,0,258.0,258.0,0.42,0,6.0,6.0,6.0,10.0,8.0,9.0,5.0,5.0,9.0,8.0,7.0,7.0,8.0,7.0,35.0,20.0,20.0,5.0,13.0,25.0,20.0,30.0,15.0,5.0,5.0,0,0,0,0,0,0
